-2150 ,
-1966 ,
-1814 ,
-1639 ,
-1450 ,
-1273 ,
-1023 ,
-219 ,
286 ,
1095 ,
1499 ,
593 ,
-590 ,
-1143 ,
-1056 ,
-923 ,
-630 ,
-329 ,
4441 ,
21386 ,
-603 ,
-7446 ,
-2635 ,
-1019 ,
-712 ,
-33 ,
425 ,
811 ,
1195 ,
1589 ,
2234 ,
3230 ,
4554 ,
6362 ,
8784 ,
9564 ,
7075 ,
2639 ,
-2185 ,
-5143 ,
-6437 ,
-6843 ,
-6831 ,
-6610 ,
-6283 ,
-5845 ,
-5232 ,
-4584 ,
-3790 ,
-2891 ,
-2073 ,
-1212 ,
-524 ,
-210 ,
-20 ,
56 ,
118 ,
132 ,
113 ,
75 ,
168 ,
110 ,
150 ,
215 ,
168 ,
228 ,
280 ,
230 ,
299 ,
280 ,
337 ,
791 ,
1200 ,
1659 ,
2518 ,
1418 ,
227 ,
-660 ,
-829 ,
-803 ,
-537 ,
-366 ,
2828 ,
21036 ,
2965 ,
-9620 ,
-3534 ,
-1131 ,
-495 ,
242 ,
647 ,
974 ,
1369 ,
1726 ,
2307 ,
3219 ,
4419 ,
6089 ,
8359 ,
9469 ,
7285 ,
3077 ,
-1561 ,
-4732 ,
-6164 ,
-6613 ,
-6639 ,
-6322 ,
-5985 ,
-5564 ,
-5002 ,
-4461 ,
-3771 ,
-3007 ,
-2163 ,
-1309 ,
-615 ,
-233 ,
4 ,
29 ,
20 ,
34 ,
10 ,
24 ,
72 ,
22 ,
28 ,
49 ,
125 ,
143 ,
148 ,
101 ,
161 ,
214 ,
560 ,
1184 ,
1485 ,
2451 ,
1349 ,
531 ,
-807 ,
-863 ,
-837 ,
-744 ,
-446 ,
2861 ,
19696 ,
4981 ,
-8739 ,
-3430 ,
-1505 ,
-968 ,
-350 ,
195 ,
593 ,
899 ,
1372 ,
1963 ,
2789 ,
4195 ,
5900 ,
8155 ,
9703 ,
7826 ,
3788 ,
-972 ,
-4578 ,
-6327 ,
-6850 ,
-6965 ,
-6898 ,
-6512 ,
-6131 ,
-5508 ,
-4825 ,
-4054 ,
-3210 ,
-2215 ,
-1393 ,
-633 ,
-175 ,
-1 ,
81 ,
154 ,
98 ,
172 ,
144 ,
168 ,
163 ,
178 ,
200 ,
243 ,
181 ,
223 ,
288 ,
266 ,
290 ,
420 ,
1005 ,
1345 ,
2142 ,
2277 ,
1221 ,
-152 ,
-870 ,
-896 ,
-779 ,
-648 ,
357 ,
9182 ,
18608 ,
-8188 ,
-6229 ,
-2341 ,
-738 ,
-412 ,
-83 ,
399 ,
756 ,
1116 ,
1667 ,
2376 ,
3409 ,
4943 ,
6884 ,
9155 ,
9023 ,
5938 ,
1254 ,
-3118 ,
-5595 ,
-6682 ,
-6852 ,
-6794 ,
-6502 ,
-6121 ,
-5725 ,
-5099 ,
-4412 ,
-3669 ,
-2719 ,
-1799 ,
-1027 ,
-471 ,
-100 ,
-59 ,
62 ,
144 ,
70 ,
148 ,
163 ,
128 ,
185 ,
131 ,
173 ,
269 ,
225 ,
233 ,
331 ,
285 ,
572 ,
1184 ,
1300 ,
2594 ,
1781 ,
922 ,
-739 ,
-615 ,
-771 ,
-706 ,
-371 ,
1351 ,
16625 ,
9247 ,
-10587 ,
-5082 ,
-1665 ,
-574 ,
69 ,
555 ,
758 ,
1192 ,
1627 ,
2106 ,
2970 ,
4212 ,
5743 ,
7842 ,
9588 ,
8105 ,
4248 ,
-540 ,
-4185 ,
-6058 ,
-6758 ,
-6874 ,
-6649 ,
-6331 ,
-5938 ,
-5333 ,
-4863 ,
-4069 ,
-3295 ,
-2482 ,
-1565 ,
-795 ,
-327 ,
-13 ,
107 ,
70 ,
136 ,
183 ,
136 ,
219 ,
219 ,
232 ,
315 ,
292 ,
285 ,
296 ,
768 ,
1218 ,
1769 ,
2382 ,
1206 ,
157 ,
-853 ,
-988 ,
-884 ,
-716 ,
-427 ,
5241 ,
22164 ,
-2065 ,
-7983 ,
-2936 ,
-1281 ,
-878 ,
-342 ,
187 ,
621 ,
1044 ,
1531 ,
2175 ,
3140 ,
4467 ,
6292 ,
8776 ,
9591 ,
7126 ,
2652 ,
-1976 ,
-5028 ,
-6354 ,
-6735 ,
-6749 ,
-6557 ,
-6247 ,
-5789 ,
-5252 ,
-4496 ,
-3785 ,
-2832 ,
-1954 ,
-1162 ,
-457 ,
-52 ,
50 ,
204 ,
157 ,
136 ,
198 ,
224 ,
192 ,
238 ,
228 ,
196 ,
260 ,
299 ,
297 ,
323 ,
932 ,
1328 ,
1874 ,
2605 ,
1220 ,
186 ,
-793 ,
-944 ,
-775 ,
-635 ,
-337 ,
5164 ,
21644 ,
-1376 ,
-6765 ,
-2503 ,
-949 ,
-699 ,
-177 ,
431 ,
829 ,
1209 ,
1617 ,
2209 ,
3120 ,
4524 ,
6382 ,
8688 ,
9503 ,
7047 ,
2675 ,
-1907 ,
-4978 ,
-6370 ,
-6727 ,
-6750 ,
-6625 ,
-6134 ,
-5737 ,
-5235 ,
-4567 ,
-3808 ,
-2982 ,
-2030 ,
-1213 ,
-617 ,
-184 ,
-41 ,
78 ,
165 ,
77 ,
108 ,
122 ,
151 ,
176 ,
233 ,
252 ,
238 ,
310 ,
327 ,
475 ,
1160 ,
1338 ,
2421 ,
2057 ,
1208 ,
-576 ,
-707 ,
-896 ,
-787 ,
-559 ,
757 ,
11039 ,
15558 ,
-10720 ,
-6454 ,
-2169 ,
-549 ,
-11 ,
372 ,
801 ,
1194 ,
1522 ,
2135 ,
2891 ,
4002 ,
5418 ,
7404 ,
9428 ,
8844 ,
5372 ,
545 ,
-3467 ,
-5759 ,
-6632 ,
-6710 ,
-6531 ,
-6301 ,
-5821 ,
-5420 ,
-4835 ,
-4197 ,
-3437 ,
-2589 ,
-1674 ,
-881 ,
-359 ,
44 ,
131 ,
100 ,
195 ,
175 ,
178 ,
223 ,
199 ,
223 ,
251 ,
317 ,
403 ,
998 ,
1162 ,
2125 ,
2206 ,
1151 ,
-373 ,
-798 ,
-916 ,
-850 ,
-570 ,
333 ,
9285 ,
18995 ,
-9250 ,
-7513 ,
-2481 ,
-747 ,
-423 ,
-50 ,
450 ,
828 ,
1165 ,
1663 ,
2327 ,
3285 ,
4834 ,
6708 ,
9028 ,
8891 ,
5824 ,
1131 ,
-3100 ,
-5436 ,
-6433 ,
-6544 ,
-6456 ,
-6272 ,
-5934 ,
-5397 ,
-4909 ,
-4192 ,
-3419 ,
-2655 ,
-1704 ,
-989 ,
-393 ,
-77 ,
32 ,
27 ,
139 ,
144 ,
122 ,
162 ,
142 ,
96 ,
117 ,
248 ,
173 ,
300 ,
234 ,
473 ,
1182 ,
1324 ,
2593 ,
1585 ,
818 ,
-846 ,
-924 ,
-957 ,
-860 ,
-600 ,
1663 ,
15323 ,
12059 ,
-10612 ,
-4841 ,
-1954 ,
-881 ,
-297 ,
44 ,
460 ,
860 ,
1238 ,
1783 ,
2556 ,
3752 ,
5383 ,
7513 ,
9535 ,
8398 ,
4894 ,
99 ,
-3842 ,
-5860 ,
-6716 ,
-6838 ,
-6709 ,
-6506 ,
-6067 ,
-5500 ,
-4962 ,
-4150 ,
-3331 ,
-2436 ,
-1553 ,
-767 ,
-287 ,
-33 ,
125 ,
108 ,
171 ,
112 ,
198 ,
137 ,
144 ,
139 ,
233 ,
183 ,
175 ,
201 ,
291 ,
255 ,
472 ,
1094 ,
1235 ,
2420 ,
1692 ,
998 ,
-645 ,
-951 ,
-925 ,
-816 ,
-560 ,
638 ,
9864 ,
17607 ,
-8857 ,
-6113 ,
-2191 ,
-624 ,
-299 ,
37 ,
467 ,
836 ,
1237 ,
1718 ,
2400 ,
3419 ,
4965 ,
6941 ,
9165 ,
9029 ,
5899 ,
1265 ,
-2973 ,
-5576 ,
-6498 ,
-6773 ,
-6711 ,
-6427 ,
-6146 ,
-5620 ,
-4979 ,
-4317 ,
-3485 ,
-2620 ,
-1737 ,
-968 ,
-376 ,
-47 ,
72 ,
136 ,
159 ,
121 ,
138 ,
188 ,
111 ,
217 ,
263 ,
218 ,
371 ,
386 ,
398 ,
658 ,
1066 ,
1265 ,
2582 ,
1746 ,
804 ,
-687 ,
-649 ,
-818 ,
-652 ,
-471 ,
1110 ,
14594 ,
11714 ,
-11264 ,
-5878 ,
-1992 ,
-462 ,
67 ,
463 ,
820 ,
1173 ,
1527 ,
2053 ,
2794 ,
3905 ,
5544 ,
7458 ,
9344 ,
8202 ,
4594 ,
-85 ,
-3778 ,
-5838 ,
-6568 ,
-6693 ,
-6478 ,
-6142 ,
-5613 ,
-5201 ,
-4651 ,
-3979 ,
-3210 ,
-2405 ,
-1460 ,
-823 ,
-322 ,
5 ,
69 ,
88 ,
122 ,
75 ,
85 ,
42 ,
124 ,
205 ,
139 ,
222 ,
222 ,
566 ,
1131 ,
1330 ,
2504 ,
1394 ,
651 ,
-799 ,
-943 ,
-902 ,
-838 ,
-599 ,
2214 ,
18009 ,
8215 ,
-10232 ,
-4277 ,
-1865 ,
-968 ,
-296 ,
134 ,
495 ,
757 ,
1254 ,
1895 ,
2664 ,
3963 ,
5677 ,
7877 ,
9639 ,
8271 ,
4440 ,
-342 ,
-4141 ,
-6092 ,
-6798 ,
-6875 ,
-6803 ,
-6467 ,
-6104 ,
-5574 ,
-4948 ,
-4153 ,
-3299 ,
-2291 ,
-1448 ,
-762 ,
-324 ,
-34 ,
30 ,
94 ,
121 ,
100 ,
104 ,
134 ,
90 ,
131 ,
111 ,
152 ,
163 ,
220 ,
245 ,
384 ,
417 ,
1153 ,
1363 ,
2264 ,
2069 ,
1137 ,
-412 ,
-788 ,
-936 ,
-860 ,
-615 ,
206 ,
8670 ,
19281 ,
-7390 ,
-6374 ,
-2191 ,
-721 ,
-419 ,
3 ,
406 ,
791 ,
1119 ,
1514 ,
2252 ,
3287 ,
4701 ,
6753 ,
9024 ,
9015 ,
6257 ,
1785 ,
-2611 ,
-5289 ,
-6435 ,
-6772 ,
-6685 ,
-6439 ,
-6142 ,
-5580 ,
-5060 ,
-4444 ,
-3608 ,
-2737 ,
-1851 ,
-1077 ,
-488 ,
-198 ,
-11 ,
38 ,
113 ,
105 ,
39 ,
105 ,
70 ,
120 ,
137 ,
178 ,
236 ,
281 ,
280 ,
272 ,
524 ,
1100 ,
1244 ,
2544 ,
1814 ,
961 ,
-726 ,
-817 ,
-900 ,
-751 ,
-512 ,
1032 ,
12624 ,
13878 ,
-10649 ,
-5832 ,
-2160 ,
-642 ,
-70 ,
275 ,
573 ,
1012 ,
1375 ,
1810 ,
2620 ,
3662 ,
5169 ,
7211 ,
9196 ,
8501 ,
5273 ,
532 ,
-3513 ,
-5670 ,
-6538 ,
-6750 ,
-6463 ,
-6296 ,
-5885 ,
-5355 ,
-4852 ,
-4189 ,
-3393 ,
-2606 ,
-1710 ,
-920 ,
-385 ,
-18 ,
91 ,
103 ,
157 ,
129 ,
151 ,
241 ,
171 ,
221 ,
202 ,
221 ,
289 ,
498 ,
950 ,
1284 ,
2453 ,
1953 ,
1240 ,
-507 ,
-745 ,
-769 ,
-712 ,
-446 ,
1023 ,
12321 ,
15930 ,
-10842 ,
-6341 ,
-2234 ,
-489 ,
-112 ,
195 ,
654 ,
1008 ,
1326 ,
1878 ,
2480 ,
3498 ,
5042 ,
6921 ,
9202 ,
8687 ,
5496 ,
875 ,
-3078 ,
-5442 ,
-6329 ,
-6513 ,
-6415 ,
-6121 ,
-5725 ,
-5261 ,
-4747 ,
-4038 ,
-3405 ,
-2534 ,
-1671 ,
-1000 ,
-390 ,
-86 ,
-28 ,
27 ,
73 ,
115 ,
155 ,
-8 ,
136 ,
154 ,
232 ,
288 ,
266 ,
194 ,
638 ,
1275 ,
1504 ,
2662 ,
1463 ,
593 ,
-811 ,
-908 ,
-903 ,
-668 ,
-479 ,
2699 ,
19636 ,
4620 ,
-8415 ,
-3241 ,
-1544 ,
-1130 ,
-352 ,
129 ,
318 ,
851 ,
1184 ,
1713 ,
2594 ,
3870 ,
5593 ,
7965 ,
9489 ,
7779 ,
3989 ,
-737 ,
-4277 ,
-6062 ,
-6711 ,
-6825 ,
-6617 ,
-6388 ,
-5998 ,
-5394 ,
-4758 ,
-4045 ,
-3193 ,
-2298 ,
-1448 ,
-757 ,
-226 ,
-12 ,
96 ,
137 ,
165 ,
70 ,
107 ,
150 ,
111 ,
173 ,
269 ,
183 ,
499 ,
1096 ,
1273 ,
2465 ,
1874 ,
1084 ,
-575 ,
-877 ,
-921 ,
-787 ,
-485 ,
1156 ,
13221 ,
12931 ,
-11255 ,
-5991 ,
-2009 ,
-644 ,
-52 ,
344 ,
729 ,
1168 ,
1562 ,
1973 ,
2733 ,
3805 ,
5300 ,
7341 ,
9317 ,
8362 ,
4942 ,
284 ,
-3627 ,
-5744 ,
-6571 ,
-6701 ,
-6604 ,
-6186 ,
-5909 ,
-5248 ,
-4833 ,
-4156 ,
-3339 ,
-2555 ,
-1577 ,
-905 ,
-391 ,
-55 ,
115 ,
139 ,
190 ,
194 ,
174 ,
161 ,
204 ,
475 ,
987 ,
1234 ,
2427 ,
1698 ,
889 ,
-700 ,
-698 ,
-810 ,
-697 ,
-357 ,
1894 ,
18570 ,
7649 ,
-11519 ,
-4991 ,
-1589 ,
-337 ,
274 ,
741 ,
1046 ,
1335 ,
1759 ,
2185 ,
2971 ,
4097 ,
5511 ,
7611 ,
9247 ,
7660 ,
3887 ,
-685 ,
-4173 ,
-5845 ,
-6401 ,
-6396 ,
-6182 ,
-5876 ,
-5486 ,
-4993 ,
-4407 ,
-3793 ,
-3015 ,
-2218 ,
-1320 ,
-636 ,
-214 ,
18 ,
92 ,
70 ,
63 ,
94 ,
58 ,
163 ,
175 ,
634 ,
1280 ,
1633 ,
2400 ,
1395 ,
308 ,
-859 ,
-877 ,
-869 ,
-719 ,
-340 ,
4433 ,
21897 ,
384 ,
-7609 ,
-2620 ,
-1104 ,
-827 ,
-226 ,
359 ,
641 ,
988 ,
1475 ,
2057 ,
2928 ,
4421 ,
6116 ,
8445 ,
9498 ,
7206 ,
3018 ,
-1625 ,
-4885 ,
-6388 ,
-6832 ,
-6882 ,
-6756 ,
-6418 ,
-5981 ,
-5399 ,
-4680 ,
-3945 ,
-3026 ,
-2146 ,
-1296 ,
-578 ,
-218 ,
-83 ,
67 ,
52 ,
118 ,
111 ,
97 ,
93 ,
152 ,
130 ,
132 ,
742 ,
1191 ,
1745 ,
2533 ,
1239 ,
219 ,
-822 ,
-901 ,
-869 ,
-685 ,
-414 ,
3427 ,
20608 ,
2234 ,
-7717 ,
-2856 ,
-1327 ,
-765 ,
-133 ,
288 ,
720 ,
1051 ,
1426 ,
2066 ,
2904 ,
4238 ,
5935 ,
8106 ,
9319 ,
7446 ,
3424 ,
-1184 ,
-4508 ,
-6073 ,
-6526 ,
-6539 ,
-6423 ,
-6099 ,
-5684 ,
-5147 ,
-4519 ,
-3759 ,
-2962 ,
-2080 ,
-1279 ,
-647 ,
-165 ,
-17 ,
65 ,
139 ,
58 ,
94 ,
149 ,
121 ,
160 ,
172 ,
132 ,
437 ,
1188 ,
1223 ,
2578 ,
1770 ,
965 ,
-813 ,
-889 ,
-995 ,
-870 ,
-575 ,
984 ,
12027 ,
14226 ,
-10849 ,
-5836 ,
-2066 ,
-630 ,
-111 ,
360 ,
668 ,
1120 ,
1444 ,
1924 ,
2668 ,
3755 ,
5127 ,
7104 ,
9145 ,
8315 ,
5110 ,
491 ,
-3547 ,
-5637 ,
-6458 ,
-6620 ,
-6418 ,
-6162 ,
-5773 ,
-5174 ,
-4698 ,
-3982 ,
-3287 ,
-2563 ,
-1618 ,
-896 ,
-371 ,
-68 ,
2 ,
25 ,
64 ,
68 ,
61 ,
205 ,
101 ,
113 ,
373 ,
936 ,
1120 ,
2417 ,
1830 ,
1005 ,
-597 ,
-820 ,
-914 ,
-729 ,
-631 ,
691 ,
11748 ,
15416 ,
-11844 ,
-6896 ,
-2226 ,
-345 ,
136 ,
499 ,
956 ,
1374 ,
1662 ,
2106 ,
2801 ,
3775 ,
5191 ,
7019 ,
8991 ,
8339 ,
5069 ,
544 ,
-3192 ,
-5303 ,
-6135 ,
-6210 ,
-6017 ,
-5749 ,
-5305 ,
-4859 ,
-4432 ,
-3790 ,
-3194 ,
-2414 ,
-1611 ,
-971 ,
-399 ,
-122 ,
-38 ,
16 ,
74 ,
32 ,
82 ,
137 ,
102 ,
212 ,
321 ,
986 ,
1311 ,
2017 ,
2088 ,
1081 ,
-316 ,
-955 ,
-1015 ,
-931 ,
-746 ,
420 ,
9622 ,
18593 ,
-8908 ,
-6532 ,
-2255 ,
-778 ,
-494 ,
-91 ,
473 ,
843 ,
1202 ,
1732 ,
2409 ,
3473 ,
4951 ,
6838 ,
9162 ,
8838 ,
5789 ,
1179 ,
-3008 ,
-5529 ,
